Timestamp_Unix,Time_Elapsed_s,Primary_Temp_C,Secondary_Temp_C,Setpoint_C,Duty_Cycle_Pct,Control_Mode,KP,KI,KD
1774254647.3662033,3.242,-9999.000000,24.308278,26.0,50.1076,LOW,0.2,0.005,0.0
1774254647.4294415,3.305,-9999.000000,24.301995,26.0,50.2869,LOW,0.2,0.005,0.0
1774254647.4917521,3.367,-9999.000000,24.303173,26.0,50.3162,LOW,0.2,0.005,0.0
1774254647.5545719,3.430,-9999.000000,24.302782,26.0,50.3774,LOW,0.2,0.005,0.0
1774254647.617308,3.493,-9999.000000,24.298464,26.0,50.5171,LOW,0.2,0.005,0.0
1774254647.6813667,3.557,-9999.000000,24.293754,26.0,50.6660,LOW,0.2,0.005,0.0
1774254647.7449756,3.621,-9999.000000,24.291006,26.0,50.7753,LOW,0.2,0.005,0.0
1774254647.808238,3.684,-9999.000000,24.289828,26.0,50.8529,LOW,0.2,0.005,0.0
1774254647.8711379,3.747,-9999.000000,24.291398,26.0,50.8753,LOW,0.2,0.005,0.0
1774254647.9341667,3.810,-9999.000000,24.287081,26.0,51.0156,LOW,0.2,0.005,0.0
1774254647.99639,3.872,-9999.000000,24.280407,26.0,51.2026,LOW,0.2,0.005,0.0
1774254648.0590742,3.935,-9999.000000,24.280015,26.0,51.2643,LOW,0.2,0.005,0.0
1774254648.1209834,3.997,-9999.000000,24.281585,26.0,51.2861,LOW,0.2,0.005,0.0
1774254648.1841643,4.060,-9999.000000,24.277662,26.0,51.4190,LOW,0.2,0.005,0.0
1774254648.2473326,4.123,-9999.000000,24.270598,26.0,51.6149,LOW,0.2,0.005,0.0
1774254648.3097084,4.185,-9999.000000,24.269811,26.0,51.6846,LOW,0.2,0.005,0.0
1774254648.3726485,4.248,-9999.000000,24.271773,26.0,51.6997,LOW,0.2,0.005,0.0
1774254648.435187,4.311,-9999.000000,24.269420,26.0,51.8009,LOW,0.2,0.005,0.0
1774254648.4990413,4.375,-9999.000000,24.263533,26.0,51.9741,LOW,0.2,0.005,0.0
1774254648.5617971,4.437,-9999.000000,24.259216,26.0,52.1150,LOW,0.2,0.005,0.0
1774254648.6239,4.499,-9999.000000,24.260394,26.0,52.1455,LOW,0.2,0.005,0.0
1774254648.6880624,4.564,-9999.000000,24.261178,26.0,52.1856,LOW,0.2,0.005,0.0
1774254648.7514389,4.627,-9999.000000,24.257255,26.0,52.3193,LOW,0.2,0.005,0.0
1774254648.813815,4.689,-9999.000000,24.250975,26.0,52.4994,LOW,0.2,0.005,0.0
1774254648.8768482,4.752,-9999.000000,24.247444,26.0,52.6253,LOW,0.2,0.005,0.0
1774254648.923812,4.799,-9999.000000,24.250191,26.0,52.6114,LOW,0.2,0.005,0.0
1774254648.9864225,4.862,-9999.000000,24.250975,26.0,52.6505,LOW,0.2,0.005,0.0
1774254649.0497265,4.925,-9999.000000,24.243911,26.0,52.8474,LOW,0.2,0.005,0.0
1774254649.1139836,4.990,-9999.000000,24.239203,26.0,52.9981,LOW,0.2,0.005,0.0
1774254649.1773672,5.053,-9999.000000,24.237242,26.0,53.0932,LOW,0.2,0.005,0.0
1774254649.2407746,5.116,-9999.000000,24.238812,26.0,53.1176,LOW,0.2,0.005,0.0
1774254649.3038983,5.179,-9999.000000,24.238420,26.0,53.1811,LOW,0.2,0.005,0.0
1774254649.3665204,5.242,-9999.000000,24.232535,26.0,53.3541,LOW,0.2,0.005,0.0
1774254649.4298685,5.305,-9999.000000,24.228219,26.0,53.4966,LOW,0.2,0.005,0.0
1774254649.4929833,5.369,-9999.000000,24.227041,26.0,53.5761,LOW,0.2,0.005,0.0
1774254649.5555208,5.431,-9999.000000,24.230179,26.0,53.5686,LOW,0.2,0.005,0.0
1774254649.6193087,5.495,-9999.000000,24.227824,26.0,53.6723,LOW,0.2,0.005,0.0
1774254649.6744611,5.550,-9999.000000,24.223117,26.0,53.8154,LOW,0.2,0.005,0.0
1774254649.7430086,5.619,-9999.000000,24.219587,26.0,53.9470,LOW,0.2,0.005,0.0
